'local_id','created','content','score','username'
'308697','','sao quạt tản nhiệt của e ko chạy đc thế shop...... bật máy lên nó chạy đc 1 tí rồi nó tắt hẳn luôn','3','phạm hoàng nhật phong'
'308697','','Cho mình hỏi máy có gắn thêm dc ổ cứng SSD sata 2.5 ko ak hay chỉ dùng dc HDD','5','Lê Tấn Thịnh'
'308697','','Ok','3','Anh Nguyễn Anh Tuấn'
'308697','','mình mới mua. Dùng thấy ok, mình thấy bạn bán cho mình hỗ trợ nhiệt tình. NHƯNG NẾU AI KHÔNG RÀNH VỀ LAPTOP NHƯ MÌNH MỌ NGƯỜI NÊN CÂN NHẮC VỀ VẤN ĐỀ KỸ THUẬT, MÌNH THẤY KỸ THUẬT VỀ LAPTOP CÁC BẠN Ở TGDD KHÔNG CHUYÊN VÀ CÒN THIẾU KINH NGHIỆM.','3','Tân'
'308697','','Máy tốt','5','Chị Hương'
'308697','','Máy xài ngon nghẻ nhưng chơi game thì lâu lâu sẽ bị đứng 1 chút','4','Quân'
'308697','','Chất lượng hậu mãi uy tín','5','HUỲNH QUỐC TUẤN'
'308697','','Mình mua máy về mà kh mở cam đc , máy kêu không tìm thấy cam vậy làm sao mới có đc v ạ','4','Tuyết Trinh'
'308697','','có cái pin hơi yếu','5','Trần Hoàng Anh Huy'
'308697','','máy rất nóng','3','Phạm Cao Cường'
'308697','','Nhược điểm : Quá nặng ,cho đứa em luôn không có sử dụng ,pin 3h là hết Ưu điểm cấu hình cao','3','Anh Kỳ'
'308697','','Rất ok','5','Quan Co Bằng'
'308697','','Ngon','5','Nguyễn Quang Huy'
'308697','','Máy chạy khá tốt :)) nhân viên đẹp trai nhiệt tình vui tính 😁','5','103684 - Trương Công Quyền'
'308697','','Pin xài được 2h','3','chị Hồng'
'308697','','Tôi đã dùng và cảm nhận sp rất tốt và rất hài lòng với giá cả hợp lí nên mua nha mọi','5','de'
'308697','','Tốt','5','Phạm Huy Sơn'
'308697','','tốt','5','Đỗ văn biên'
'308697','','','3','Nguyễn Hoàng Lê'
'308697','','','5','Trần Phước Sang'
'302533','','Máy bị lỗi rất nhiều Máy hao pin quá xài tầm 2h là hết','3','Nguyễn Thị Trà Mi'
'302533','','Có bảo hành cục sạc khi mua laptop không ạ','3','Em Mi'
'302533','','Nhìn chung tôi dùng thấy ổn. Chỉ có loa nghe hơi nhỏ','4','Chị Liên'
'302533','','Sản phẩm tốt','4','C Thu'
'302533','','Sai lầm khi mua cái máy này, lỗi tè le. lúc mới mua được gần 1 tháng đã bị nhòe màn hình. ra hỏi thì bên tư vẫn nói không sao. hỗ trợ nâng cấp lên win 11. về thì không máy in ko nhận . phải ra quán hạ xuống win 10. hạ xuống thì cài được máy in nhưng cài mãi ko được chuột cảm ứng. ra điện máy thì toàn chỉ gặp nhân viên mà bên IT không có. đến nay thì màn hình tự dưng bị trắng..........','2','Lê Thị La'
'302533','','Sản phẩm tốt','4','C Thu'
'302533','','Sai lầm khi mua máy này, thời gian xạc pin bằng thời gian dùng tầm2h chút','1','Anh Thông'
'302533','','Từ lúc mua đến hiện tại thì đang sử dụng laptop này rất tốt','5','Nguyễn Thị Vân Châu'
'302533','','Máy hao pin khá nhanh chỉ được tầm hơn 2h. Có hiện tượng nóng máy. Lỗi đầy ổ C nên xử lí như nào Cũng không thể tải ứng dụng qua microsoft store','3','e thúy'
'302533','','Mình mua máy hôm 01/09 bữa giờ cũng chưa vọc máy nhiều chỉ mới dùng xem phim với lướt youtube thôi. Có mở thử nhiều trình duyệt thì thấy chuyển tab cũng mượt màn hình sắc nét loa to máy có bàn phím phụ khá hợp cho dân văn phòng kế toán.Nhưng máy tụt pin khá nhanh mình xem youtube tầm nửa tiếng thấy tụt 30% rồi rất nhanh nóng máy. Thấy đa phần ai cũng có lỗi này hết','4','Nguyễn Phương Uyên'
'302533','','sản phẩm chất lượng','5','Bạn Huế'
'302533','','Luôn mắc lỗi nhòe màn hình...đã đc đổi sang cái thứ 2 mà vẫn bị','1','Dinh'
'302533','','Mới mua được 2 ngày không biết bị gì mà nó cứ khởi động lại xong rồi nó giật giật qua màn màu xanh luôn bây giờ thì hết rồi để theo dỗi thêm vài ngày nữa xem sao','3','Nguyễn Hoàng Huy'
'302533','','Máy đẹp, loa nghe rất tốt. Quá ok','5','NGUYỄN THỊ HỒNG HÀ'
'302533','','Sản phẩm này sài rất ok nhưng khi mua thì không có quà tặng kèm gì cả chỉ được mõi chiếc ba lô đựng laptop thôi hi!','5','Lê Văn Thống'
'302533','','Máy mới mà pin hao nhanh, đang bị lỗi phải gửi đi bh','2','Nguyễn Thị Phương Thúy'
'302533','','Moi mua thấy ổn, nv tu van nhiet tinh. Máy chạy êm','5','Chị Chung'
'302533','','máy đẹp xài lâu hơi nóng','5','Hồng Hạnh'
'302533','','Rất tốt','5','Lê Thị Ánh Tuyết'
'302533','','Máy chậm so với quảng cáo','3','Anh Trúc'
'302533','','Máy xài hay bắt update win dù đã tắt cập nhật thật sự khó chịu. Máy chơi game nặng chút cũng dễ đơ . Không đèn bàn phím . Dùng tác vụ văn phòng thì ok','3','Thuỷ'
'302533','','Máy dùng mượt, ổn định, xứng đáng tầm tiền.','5','NÔNG VĂN HƯNG'
'302533','','Tốt','4','Chị Hằng'
'302533','','Máy chạy êm khá mượt,loa to nghe nhạc hay.Mẫu mã máy quá đẹp và nhẹ','4','TRẦN . NGHĨA'
'302533','','Máy rất ok, nếu nhẹ hơn xíu thj quá đã lun','4','Vũ Thị Mai'
'302533','','Tốt','4','Chị Hải'
'302533','','Amazing good services','5','Nguyễn Hoàng Vũ'
'302533','','Tốt','4','Nguyễn Thành Hải'
'302533','','Tốt','4','Anh Hậu'
'302533','','ok','4','Phượng'
'302533','','Tốt','4','Vũ Văn Ngọc'
'302533','','Sp dùng rất ok','4','Chị Vũ Thị Thơm'
'302533','','ok','5','Phạm Nguyễn Hương Quỳnh'
'302533','','Tốt','5','Vũ Minh Quân'
'302533','','Ok','5','Chị Thủy'
'302533','','sản phẩm rất tốt ạ , nhân viên cũng rất nhiệt tình','5','Bích Trâm'
'302533','','Các bạn nhân viên nhiệt tình chu đáo','5','Chị Thuý'
'302533','','Bin ko thong bao va tut binh nhanh','1','Nguyễn Duy Tịnh'
'302533','','Good but the speakers built should be different','4','Miela'
'302533','','','5','Lê Thị Hiền'
'302533','','','5','Anh Việt'
'302533','','','5','Lê thị huyền trang'
'302533','','','5','Bạn Nga'
'302533','','','4','Nguyễn Quốc Hưng'
'302533','','','5','Dương Thuỳ Linh'
'302533','','','5','HÀ PHƯỚC HIỀN'
'302533','','','3','Dương Minh Cảnh'
'302533','','','3','Chị Tâm'
'302533','','','5','Nguyễn Văn Hậu'
'302533','','','5','Nguyễn Thanh Phúc'
'302533','','','3','Anh Trường'
